sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
"How does the organization ensure design controls are applied across the lifecycle for new, modified, and legacy devices?",0.002019014,0.292817235,D101280 106485676MIN-005  IEC60601-2-1 Ed.4.0 HAL4.0_30_APR_2026 Rev 1.pdf,D101280,1,98,"40 51st Way NE, Suite 100 (Continued)",50,"g) For b), c), e) and f), the tolerance for accuracy of intended movements to achieve new position shall be given in the ACCOMPANYING DOCUMENTATION. Changes to the TABLE TOP or TABLE TOP SUPPORT settings are not permitted during irradiation. N/A h) If selectable by the OPERATOR or uploaded TREATMENT PLAN, the mode of operation and the directions of motion of shall be displayed at the TCP. SITE TEST grade A – Verify by inspection that, when the mode of operation or direction of motion is selectable by the OPERATOR or uploaded as part of the TREATMENT PLAN, the values selected are displayed at the TCP. Refer to D65918 P If only one of the devices, TABLE TOP and TABLE TOP SUPPORT, is included in the IRRADIATION TREATMENT prescription, then only the settings for that device shall meet the requirements of 201.10.101.1.10. Refer to D65918 P 201.10.101.Selection, VERIFICATION, and DISPLAY of OPERATOR-mounted MANUFACTURER- 1.11 supplied RADIATION BEAM modifying devices No manufacturer supplied"
How is completeness and consistency of technical documentation ensured?,0.0020033333,0.322100103,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,417,4 Supply voltage: (Continued),256-257,"specifies that requirements should provide a single testable specification. DND05T02 Product Requirements Document (PRD) Rev 01 references DND05G01 Requirements Management W ork Instruction Rev 05. Requirements are verified and this activity is documented per DND0101 RACI for Design and Development Rev 02, and DND07F04 Test Readiness Reviews (TRRs) Rev 01 per DND01 Design and Development Procedure Rev 02. DND04T01 Design and Development Plan (DDP) Rev 02 references DND01 Design and Development Procedure Rev 02. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx D41377 HAL 4.0 Product Requirements Rev 3.0.doc D60703 HAL 4.0 Verification Test Readiness Review TRR1 Rev 02.pdf D60609 HAL 4.0 Verification Test Readiness Review TRR2 Rev 02.pdf D60610 HAL 4.0 Verification Test Readiness Review TRR3 Rev 01.pdf D60608 HAL 4.0 Validation Test Readiness Review Rev 01.pdf P Page 256 of 365                     Report No. 104993953MIN-001 IEC 60601-1"
Are roles and responsibilities for design activities clearly defined?,0.0019955386,0.211111099,D30241 Halcyon 2.0 Verification Plan Rev2.pdf,D30241,2,14,5. PTW IsoCheck v1.2,9-10,"4.7Verification and Validation Activities The following activities will be performed for this project: The TRR(s) will define the scope of regression testing for this project, as well as scope of additional Halcyon 2.0 Verification Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D302412.0 sign Format LL00000024 Rev 06Page 10 of 17 DR fixes as necessary InputActivityGroup: ContactsTest EnvironmentOutput FDD, CDD, Design FMEA, Test Strategy Design reviewsEng SW: Jeff Everett Eng Img: Andres Graf Eng HW: Dave Jensen Eng Elec: Kevin Greenberg Eng Mech: Rob Koppels Eng Couch Mech: Jonathan Evans NAReview Report Software Code reviewsEng Firmware: Jian Gao Eng Clinical: Dipesh Shah Eng Img: Stefan Thieme Eng non-Clinical: Dipesh Shah FPGA: Kevin Greenberg Personal PCTFS check-in, LL40 (or equivalent)"
"Are all devices, including accessories, software, variants, and families, appropriately identified and included?",0.0019877742,0.238440216,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,56,7.3 Information Technology Equipment Standards (Continued),31-32,"submission date plus clearance timescale Radiation license required Indonesia11New deviceEnglish same as estimated clearance / registration date Medical Device Registration TPG 6 months Calculated from estimated submission date plus clearance timescale Software does not need to be registered Japan11New deviceJapanese same as estimated clearance / registration date Medical Device Registration 12 months TPG + NLS + 6 months Calculated from estimated submission date plus clearance timescale Malaysia1N/ANew deviceN/A same as estimated clearance / registration date Medical Device Registration ? months TPG Calculated from estimated submission date plus clearance timescale No experience of clearance cycle time due to new regulation Halcyon 2.0 Regulatory Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D307861.0"
How does the organization ensure updates to regulatory requirements are reflected in technical documentation?,0.0019877742,0.27359554739999997,D75417 IEC 25051-GB T25000 Compliance for HAL 4.0 Rev 01.pdf,D75417,1,53,Document_Header (Continued),24-25,"This is covered by the risk management process. 5.3.12.3 All functions classified at risk shall have an audit trail. Tracing is available for implementation, logging is done 5.3.13 Quality in use - Context coverage 5.3.13.1 The software shall perform in accordance with the Quality in use Context coverage features stated in the product description and helped from the user document. The operator manual includes instructions for the product. 5.3.13.2 When the software uses parameters that limit the functional coverage, the user shall know the current coverage in use. The operator manual describes the plan parameters. This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Varian Confidential Page 20 of 26 Test Reports Compliance with IEC 25051 and GB/T 25000.51 HAL 4.0 Revision Doc Number D70578 01 6 Requirements for test documentation 6.1 General Requirements"
Is traceability maintained across product families and versions?,0.0019877742,0.280100673,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,96,2. Risk Control Measures Verification Trace Matrix (Continued),39,incompatibility 397503 Node version and message size checking 450912 Node version checking HAL40_SYSTEM_REL_04.00.0016 1187198 Halcyon Default Passed NA 393812 Prevent node motion when integrity check of configuration parameters fails 396268 CSI-Subsystem executables CRC's check 450418 CSI-Subsystem File CRC Test SPV HAL40_SYSTEM_REL_04.00.0012 1115739 Halcyon Default Passed NA 393812 Prevent node motion when integrity check of configuration parameters fails 396268 CSI-Subsystem executables CRC's check 451515 CSI-Subsystem File CRC Test BGM HAL40_SYSTEM_REL_04.00.0012 1108935 Halcyon Default Passed NA 393812 Prevent node motion when integrity check of configuration parameters fails 396268 CSI-Subsystem executables CRC's check 451516 CSI-Subsystem File CRC Test STN HAL40_SYSTEM_REL_04.00.0012 1115811 Halcyon Default Passed NA 393812 Prevent node motion when integrity check of configuration parameters fails 396268 CSI-Subsystem executables CRC's check
Does the organization have documented design and development procedures compliant with applicable regulations?,0.00198004,0.23171119999999998,D52196-Rev 0.1-HAL4.0 kV Source Assembling OSMR.docx.pdf,D52196,1,3,Document_Header (Continued),4-5,"Design Control Finance Facilities HR IT Legal Manufacturing Manufacturing Engineering Marketin Order Processing Product Management Sales QA/RA Applicable Location:  (Please Select all that Apply) Atlanta Baden Beijing Cham Charlottesville Crawley Haan Helsinki Jundiai Las Vegas Milpitas Palo Alto Pune Seattle Troisdorf Winnipeg Other Applicable Locations: Process Owner Department: NPI CLICK HERE TO SEE A FULL LIST OF PROCESS OW NER DEPARTMENTS Process Owner: (Please enter name of Process Owner) Elf Du IF PROCESS OW NER NEEDS CHANGES, PLEASE CLICK HERE TO NOTIFY DMG Document Reviewers: (List all Collaborators) Borislav Djurovic; Elf Du; Document Signing Page This document has been reviewed and electronically signed by the following people: Workflow ID: 151221104, Doc Title: 0.1-HAL4.0 kV Source Assembly OSMR, Doc No:D52196, Rev: 0.1, Approver: Borislav Djurovic (bdjurovi), Title: Mechanical Engineer, Date: Friday,"
Does the documentation meet regulatory requirements for applicable markets?,0.00198004,0.324865252,D58308 HAL 4.0 Device Description Rev 1.0.docx.pdf,D58308,1,98,12 mm > 2.10 Principal Safety Features > 2.10.1 Compliance to International Safety Standards (Continued),36-37,"SF6: Regulation (EU) No 517/2014 on fluorinated greenhouse gases IEC 61223 (61223-2-6 and 61223-3-5) Acceptance of imaging quality – specifications ISTA International Safe Transit Association IN METRO Ordinance Safety Certification requirements for Brazil. 384/2020 HIPAA Health Insurance Portability and Accountability Act of 1996) NFPA 99 US Health Care Facilities Code HAL 4.0 Device Description Revision Doc Number 1.0 D58308 Varian Confidential REG0507F03 Rev 02 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 37 of 41 Document Identifier Title NEMA PS3 / ISO 12052, Digital Imaging and Communications in Medicine (DICOM) Standard, National Electrical Manufacturers Association Digital Imaging and Communications in Medicine (DICOM), National Electrical Manufacturers Association (NEMA) Table 5: HAL Compliance"
Who has responsibility for maintaining technical documentation?,0.00198004,0.287560135,D70753 HAL 4.0 MR1 Validation Plan Rev 02.docx.pdf,D70753,2,12,2.0 Validation Overview > 2.2 User Needs Validation > 2.2.4 Installation/Upgrade Testing,5,"HAL 4.0 MR1 is a software only release, Installation testing is out of scope for this release. As part of Validation TRR Varian Installation Team will perform service functionality Validation on new SW for the device under test. · Perform upgrades as the User (Customer Service Representative). · Validate and update service documentation. · Findings are recorded in a Test Report and DRs submitted. For additional information refer to Section 1.6 Operations and Service Readiness Plan in the MRD (2)."
How does the organization ensure global regulatory requirements are considered in determining design control applicability?,0.0019723359,0.2748168913,D98314 Attachment to D47457 Rev 04 APS Assessment Rev01(1).xlsx.pdf,D98314,4,3,Document_Header (Continued),2,D98314              01 Attachment to D47457 Rev. 04 # Applicability Identifier Applicable Nat'l Adoption Applicable Version Title SME Function Evidence Required Comments 2.2.1 Applicable ISO 13485EN 2016 Quality management systems. Requirements for regulatory purposes EMEIA Regulatory Affairs 3rd Party Report/ Certification Following Varian procedures ensures compliance with this standard. Certified QMS supports EU CE marking regulation and MDSAP countries. European Normative (EN) standard published to EU Official Journal (OJ) for Medical Devices.  A11:2021 is only required by EU MDR. BSI ISO 13485:2016 Certificate FM 72862 2.2.2 Applicable ISO 14155 N/A 2020 Clinical investigation of medical devices for human subjects – Good Clinical Practice Clinical Affairs Internal Report/ Certification Following Varian procedures ensures compliance with this standard. Only applies when HAL 4.0 is intended for use in a Varian Sponsored Clinical Study. 2.2.3 Applicable
